date,recon,login,exploit,botnet
2018-11-11,0.878987,0.433025,0.892586,0.198684
2018-11-12,0.878421,0.428621,0.881913,0.19836
2018-11-13,0.876727,0.425339,0.874277,0.181191
2018-11-14,0.875606,0.423708,0.86833,0.16029
2018-11-15,0.875547,0.423143,0.867871,0.145504
2018-11-16,0.874074,0.425088,0.868737,0.129387
2018-11-17,0.874574,0.429506,0.870617,0.111858
2018-11-18,0.875396,0.4356,0.873171,0.092699
2018-11-19,0.875149,0.444295,0.875767,0.078397
2018-11-20,0.874176,0.45798,0.87862,0.080537
2018-11-21,0.870964,0.480675,0.881505,0.085315
2018-11-22,0.866864,0.515146,0.883167,0.08056
2018-11-23,0.863393,0.560457,0.884352,0.075304
2018-11-24,0.859167,0.614802,0.886158,0.069403
2018-11-25,0.855722,0.675582,0.888915,0.064711
2018-11-26,0.853793,0.734793,0.891195,0.061913
2018-11-27,0.851986,0.78833,0.892272,0.058907
2018-11-28,0.850408,0.833919,0.892039,0.053106
2018-11-29,0.848363,0.871923,0.892451,0.052997
2018-11-30,0.844865,0.905511,0.893447,0.053326
2018-12-01,0.839536,0.934315,0.892864,0.054252
2018-12-02,0.831218,0.956099,0.889872,0.052724
2018-12-03,0.819332,0.973918,0.888675,0.047489
2018-12-04,0.809004,0.985225,0.888703,0.041668
2018-12-05,0.802308,0.994327,0.890244,0.041845
2018-12-06,0.799549,1.0,0.892155,0.043071
2018-12-07,0.803246,0.997517,0.892763,0.044057
2018-12-08,0.813228,0.986026,0.892996,0.044633
2018-12-09,0.825018,0.968251,0.894027,0.045782
